10	18786	三笠	068-2165 北海道三笠市岡山1056-1	01267-2-5775	9:00〜18:00(4〜9月) 9:00〜17:00(10〜3月)	https://www.michi-no-eki.jp/stations/views/18786	43.2466006	141.8045499	180 276 269
10	18787	スタープラザ 芦別	075-0014 北海道芦別市北4条東1-1	0124-23-1437	9:00〜19:00(5〜10月)9:00〜18:00(11〜4月)	https://www.michi-no-eki.jp/stations/views/18787	43.5255178	142.1888941	450 668 692
10	18788	南ふらの	079-2403 北海道空知郡南富良野町字幾寅687	0167-52-2100	9:00〜17:00(6〜9月は19:00まで)	https://www.michi-no-eki.jp/stations/views/18788	43.1697013	142.5727983	550 324 035
10	18789	しらぬか恋問館	088-0562 北海道白糠郡白糠町恋問3丁目2-1	01547-5-3317	9:00〜19:00 テナント10:00〜19:00(ラストオーダー18:30)	https://www.michi-no-eki.jp/stations/views/18789	42.990533	144.189739	630 263 487*38
10	18790	びふか	098-2362 北海道中川郡美深町字大手307-1	01656-2-1000	9:00〜18:00	https://www.michi-no-eki.jp/stations/views/18790	44.5588576	142.3200331	651 488 716
10	18791	江差	043-0024 北海道檜山郡江差町字尾山町1	0139-52-1177	9:00〜17:00(4〜11月) 10:00〜16:00(12〜3月)	https://www.michi-no-eki.jp/stations/views/18791	41.8943424	140.1392891	482 512 003
10	18792	望羊中山	044-0223 北海道虻田郡喜茂別町字川上345	0136-33-2671	8:30〜17:30	https://www.michi-no-eki.jp/stations/views/18792	42.8551768	141.0965891	759 672 331
10	18793	えんべつ富士見	098-3534 北海道天塩郡遠別町字富士見46-1	01632-7-3939	9:00〜17:00	https://www.michi-no-eki.jp/stations/views/18793	44.7141204	141.7936472	830 170 350
10	18794	忠類	089-1701 北海道中川郡幕別町忠類白銀町384-12	01558-8-3236	9:00〜18:00	https://www.michi-no-eki.jp/stations/views/18794	42.5588618	143.2991945	396 201 670
10	18796	摩周温泉	088-3203 北海道川上郡弟子屈町湯の島3-5-5	015-482-2500	8:00〜18:00(11〜4月は9:00〜17:00)	https://www.michi-no-eki.jp/stations/views/18796	43.4923914	144.4477187	462 849 665
10	18797	おといねっぷ	098-2501 北海道中川郡音威子府村字音威子府155	01656-5-3111	売店9:30〜17:00 レストラン11:00〜17:00	https://www.michi-no-eki.jp/stations/views/18797	44.729078	142.257872	684 226 192
10	18798	かみゆうべつ温泉チューリップの湯	099-6329 北海道紋別郡湧別町中湧別中町3020-1	01586-4-1126	10:00〜22:00	https://www.michi-no-eki.jp/stations/views/18798	44.1851816	143.5956986	404 641 867
10	18799	いわない	045-0003 北海道岩内郡岩内町字万代47-4	0135-63-1155	9:00〜18:00(4〜10月) 9:00〜17:30(11〜3月)	https://www.michi-no-eki.jp/stations/views/18799	42.9834347	140.5167801	398 812 613
10	18801	厚岸グルメパーク	088-1119 北海道厚岸郡厚岸町住の江町2-2	0153-52-4139	9:00〜17:00(4〜10月)  10:00〜18:00(11〜3月)	https://www.michi-no-eki.jp/stations/views/18801	43.0576697	144.8440184	637 191 532
10	18802	サンフラワー北竜	078-2511 北海道雨竜郡北竜町字板谷163-2	0164-34-3321	8:00〜22:00	https://www.michi-no-eki.jp/stations/views/18802	43.7510483	141.875302	179 870 764
10	18803	みついし	059-3233 北海道日高郡新ひだか町三石鳧舞161-2	0146-34-2333	8:45〜17:30	https://www.michi-no-eki.jp/stations/views/18803	42.2208744	142.6342261	564 481 166
10	18804	あっさぶ	043-1112 北海道檜山郡厚沢部町緑町72-1	0139-64-3738	8:30〜18:00(5〜10月) 9:00〜17:00(11〜4月)	https://www.michi-no-eki.jp/stations/views/18804	41.9165731	140.2161538	482 581 579
10	18805	よってけ!島牧	048-0631 北海道島牧郡島牧村字千走11-1	0136-74-5183	9:00〜17:00	https://www.michi-no-eki.jp/stations/views/18805	42.6867269	140.0134173	797 362 061
10	18806	てっくいランド大成	043-0514 北海道久遠郡せたな町大成区平浜378	01398-4-6561	9:00〜17:00, 9:00〜16:00(11〜3月), 9:00〜19:00(7月中旬〜8月中旬)	https://www.michi-no-eki.jp/stations/views/18806	42.212366	139.876681	718 750 138
10	18807	オホーツク紋別	094-0023 北海道紋別市元紋別11-6	0158-23-5400	9:00〜17:00	https://www.michi-no-eki.jp/stations/views/18807	44.3283409	143.3750043	801 585 074
10	18808	YOU・遊・もり	049-2311 北海道茅部郡森町字上台町326-18	01374-2-4886	9:00〜17:30(3/21〜10/20) 9:00〜17:00(10/21〜3/20)	https://www.michi-no-eki.jp/stations/views/18808	42.098901	140.568716	490 638 470
10	18809	おんねゆ温泉	091-0153 北海道北見市留辺蘂町松山1-4	0157-45-3373	9:00〜17:30	https://www.michi-no-eki.jp/stations/views/18809	43.75352014534097	143.50053189187454	402 600 106*24
10	18810	ルート229元和台	043-0114 北海道爾志郡乙部町字元和169	0139-62-3009	8:30〜18:00(4〜10月) 9:00〜16:00(11〜3月)	https://www.michi-no-eki.jp/stations/views/18810	42.0113971	140.1062194	718 058 005
10	18811	ハウスヤルビ奈井江	079-0312 北海道空知郡奈井江町字奈井江28-1	0125-65-4601	9:00〜18:00(4〜9月) 9:00〜17:00(10〜3月)	https://www.michi-no-eki.jp/stations/views/18811	43.4332722	141.8888016	360 047 603
10	18812	おびら鰊番屋	078-3454 北海道留萌郡小平町字鬼鹿広富	0164-56-1828	8:00〜17:00	https://www.michi-no-eki.jp/stations/views/18812	44.137022	141.654956	959 184 090
10	18813	マリーンアイランド岡島	098-5802 北海道枝幸郡枝幸町字岡島1978-13	0163-62-2860	9:00〜17:00	https://www.michi-no-eki.jp/stations/views/18813	44.8783757	142.631813	957 166 068
10	18814	おこっぺ	098-1614 北海道紋別郡興部町字興部(幸町)	0158-82-2385	5月〜10月 9:00〜18:00、11月〜4月 9:00〜17:00	https://www.michi-no-eki.jp/stations/views/18814	44.469498	143.116955	587 509 044
